Image 1 ID,Image 2 ID,Image 1 Name,Image 2 Name,Fundamental Matrix,Transformation Matrix,Matches Weight,Epipolar Error Weight
1,2,0000.jpg,0001.jpg,"[[ 5.37746096e-08 -8.46069766e-06  3.35956790e-03]
 [ 1.16111442e-05 -9.07737630e-09  1.04237968e-02]
 [-4.60174481e-03 -1.31070220e-02  1.00000000e+00]]","[[ 9.93453097e-01  4.86539610e-04 -1.14239691e-01  9.18823983e-01]
 [-2.98024051e-04  9.99998566e-01  1.66724886e-03  5.53315570e-03]
 [ 1.14240338e-01 -1.62228737e-03  9.93451817e-01 -3.73715539e-01]]",0.001984126984126984,3.0520831174939484
1,3,0000.jpg,0002.jpg,"[[ 3.62263631e-07 -3.29229450e-06  1.69550575e-03]
 [ 6.90987268e-06  4.34592924e-07  3.11222593e-03]
 [-3.48541794e-03 -5.77882972e-03  1.00000000e+00]]","[[ 9.54855858e-01  2.31996477e-03 -2.97060445e-01  1.55616417e+00]
 [-1.26394673e-03  9.99992182e-01  3.74691319e-03  5.75790915e-03]
 [ 2.97066815e-01 -3.20229343e-03  9.54851325e-01 -1.78167053e-01]]",0.0029940119760479044,5.9563041445589615
1,4,0000.jpg,0003.jpg,"[[ 1.13161218e-08  1.55342799e-06 -5.77033471e-04]
 [ 2.05656868e-06 -7.04541715e-08  4.65457534e-03]
 [-8.08936138e-04 -7.27112585e-03  1.00000000e+00]]","[[ 9.23709259e-01  3.63218434e-03 -3.83077031e-01  2.06413236e+00]
 [-3.02102024e-03  9.99993023e-01  2.19698538e-03  5.96007088e-03]
 [ 3.83082338e-01 -8.72092278e-04  9.23713788e-01 -5.77060787e-02]]",0.0035211267605633804,8.880621468349386
1,5,0000.jpg,0004.jpg,"[[-5.15605468e-07 -2.37227437e-06  5.81402211e-04]
 [ 7.68898977e-06  7.29314337e-09  2.02148267e-03]
 [-2.00358265e-03 -5.05259081e-03  1.00000000e+00]]","[[ 8.45769926e-01  5.92138506e-03 -5.33514919e-01  2.46132313e+00]
 [-3.95332842e-03  9.99980514e-01  4.83147385e-03  3.54957600e-03]
 [ 5.33533132e-01 -1.97715559e-03  8.45776855e-01  3.78572424e-01]]",0.004424778761061947,9.796791033454745
1,6,0000.jpg,0005.jpg,"[[-1.07409481e-07  4.03811112e-06 -1.56976291e-03]
 [ 4.09218590e-07 -2.72847473e-07  4.00853077e-03]
 [ 1.35310965e-05 -6.65621650e-03  1.00000000e+00]]","[[ 7.59629372e-01  9.19866078e-03 -6.50291167e-01  2.84788798e+00]
 [-7.16896178e-03  9.99957653e-01  5.77051864e-03 -7.27196515e-03]
 [ 6.50316710e-01  2.78457071e-04  7.59663148e-01  7.62366736e-01]]",0.005780346820809248,10.694981928813235
1,7,0000.jpg,0006.jpg,"[[-1.64258036e-07 -1.74370077e-06  6.50462082e-04]
 [ 6.50539220e-06  1.60538266e-07  6.38786516e-04]
 [-2.43237499e-03 -3.29311690e-03  1.00000000e+00]]","[[ 6.70304776e-01  1.22480014e-02 -7.41984834e-01  3.09581134e+00]
 [-7.33586417e-03  9.99924296e-01  9.87865123e-03 -1.34315630e-02]
 [ 7.42049656e-01 -1.17860715e-03  6.70343881e-01  1.20602066e+00]]",0.0064516129032258064,13.766107353810753
1,8,0000.jpg,0007.jpg,"[[ 1.30702178e-08  2.60218553e-06 -1.02918410e-03]
 [ 2.18784281e-06  5.34158175e-08  2.42459437e-03]
 [-9.01288144e-04 -5.00506044e-03  1.00000000e+00]]","[[ 0.61147416  0.01366842 -0.79114634  3.53460553]
 [-0.00522802  0.99989876  0.01323426 -0.01390577]
 [ 0.79124713 -0.00395627  0.61148371  1.74530653]]",0.007692307692307693,17.776190886099805
1,9,0000.jpg,0008.jpg,"[[-2.10566652e-08  9.03173643e-07 -3.67222883e-04]
 [ 2.75167231e-06  1.35617530e-08  1.78278841e-03]
 [-1.09222198e-03 -4.36782778e-03  1.00000000e+00]]","[[ 6.24437025e-01  1.53752335e-02 -7.80923815e-01  4.28987746e+00]
 [-6.62210498e-03  9.99874517e-01  1.43909258e-02 -1.77907113e-02]
 [ 7.81047086e-01 -3.81486738e-03  6.24460485e-01  1.21215684e+00]]",0.00909090909090909,16.8181427184428
1,10,0000.jpg,0009.jpg,"[[-4.35447316e-09  1.62378333e-06 -6.09259725e-04]
 [ 2.61149929e-06  2.44921704e-07  7.96624929e-04]
 [-9.95690298e-04 -3.57651819e-03  1.00000000e+00]]","[[-8.04372902e-01 -2.87818309e-03  5.94117792e-01 -2.74123235e+00]
 [ 9.18396754e-03  9.99808550e-01  1.72776625e-02 -3.90032655e-02]
 [-5.94053777e-01  1.93540420e-02 -8.04192471e-01  8.37228266e+00]]",0.01098901098901099,34.82694121439711
1,11,0000.jpg,0010.jpg,"[[ 9.76480517e-09  1.90827163e-06 -7.03206791e-04]
 [ 2.57145141e-06  3.78526381e-08  4.35367901e-04]
 [-9.70721740e-04 -3.16630650e-03  1.00000000e+00]]","[[-7.29950265e-01 -3.06287595e-03  6.83493401e-01 -3.22910022e+00]
 [ 1.15344141e-02  9.99792359e-01  1.67986825e-02 -4.29284484e-02]
 [-6.83402932e-01  2.01458986e-02 -7.29763369e-01  8.00672942e+00]]",0.012195121951219513,45.52998830678598
1,12,0000.jpg,0011.jpg,"[[ 1.15786450e-08  1.91125991e-06 -7.26642217e-04]
 [ 2.44254949e-06 -1.24473122e-07  7.28203951e-04]
 [-9.58192804e-04 -3.31786665e-03  1.00000000e+00]]","[[-6.74882721e-01 -3.84608304e-03  7.37914982e-01 -3.61477702e+00]
 [ 1.21958007e-02  9.99791702e-01  1.63650521e-02 -4.35699280e-02]
 [-7.37824217e-01  2.00439549e-02 -6.74695238e-01  7.67843039e+00]]",0.018867924528301886,58.148414275716306
1,13,0000.jpg,0012.jpg,"[[ 2.27981710e-06  4.84622906e-07 -1.39312968e-03]
 [ 1.57368068e-06  3.86726471e-08 -8.85036558e-04]
 [-1.76386641e-03 -7.42589016e-05  1.00000000e+00]]","[[-5.37161324e-01 -6.43859706e-03  8.43454952e-01 -4.33203113e+00]
 [ 1.60289648e-02  9.99712369e-01  1.78395835e-02 -7.49728661e-02]
 [-8.43327211e-01  2.31024440e-02 -5.36903616e-01  7.08747639e+00]]",0.018867924528301886,54.65689708463199
1,14,0000.jpg,0013.jpg,"[[ 3.61811869e-07  1.92825247e-06 -7.92570527e-04]
 [ 2.55011786e-06  5.69349731e-08  1.66323464e-04]
 [-1.31518261e-03 -2.58384114e-03  1.00000000e+00]]","[[-0.42882227 -0.00945758  0.90333937 -4.91023131]
 [ 0.0158422   0.99971271  0.01798699 -0.07639294]
 [-0.90324996  0.0220241  -0.42854924  6.63972963]]",0.017543859649122806,57.06719656323081
1,15,0000.jpg,0014.jpg,"[[ 4.38079284e-06  1.38904825e-05 -5.80920679e-03]
 [-1.73207646e-05 -7.98328749e-08  6.60090662e-03]
 [ 2.63544216e-03 -6.70358204e-03  1.00000000e+00]]","[[-0.33402554 -0.01185913  0.94248942 -5.23769651]
 [ 0.01328051  0.99976237  0.0172865  -0.05931829]
 [-0.94247046  0.01829087 -0.33378867  6.09983383]]",0.016129032258064516,61.10280515436324
1,16,0000.jpg,0015.jpg,"[[ 2.71782482e-06  1.02091433e-05 -4.25085897e-03]
 [-9.45172411e-06  2.08233909e-08  3.68450965e-03]
 [ 1.48002542e-03 -5.05083226e-03  1.00000000e+00]]","[[-0.23270831 -0.01332992  0.97245522 -5.55730434]
 [ 0.01230019  0.99978575  0.01664798 -0.05048799]
 [-0.97246879  0.01583551 -0.23249449  5.58493351]]",0.019230769230769232,56.885646263058966
1,17,0000.jpg,0016.jpg,"[[ 9.72520453e-07  1.84265318e-06 -1.06553861e-03]
 [ 6.14379711e-06 -6.95030530e-07 -3.97439771e-03]
 [-1.81521541e-03  9.85022732e-04  1.00000000e+00]]","[[-0.24588411 -0.01290149  0.96921337 -5.12767454]
 [ 0.01167936  0.99979939  0.01627162 -0.04304404]
 [-0.96922887  0.01532073 -0.24568411  5.60127108]]",0.015384615384615385,105.41372001341655
1,18,0000.jpg,0017.jpg,"[[ 4.16943996e-06  1.99327989e-06 -5.84865056e-03]
 [ 5.74202340e-06  2.93891828e-06 -4.82259009e-03]
 [ 1.01872317e-03  6.32696906e-04  1.00000000e+00]]","[[-0.15554837 -0.01350821  0.98773591 -5.17976312]
 [ 0.01049214  0.9998275   0.01532588 -0.02973691]
 [-0.98777255  0.01274738 -0.15537981  4.93358848]]",0.016129032258064516,98.84536453304406
1,19,0000.jpg,0018.jpg,"[[ 7.40560167e-06 -1.35879236e-06 -7.32858561e-03]
 [ 5.73882453e-06  3.46502459e-07 -4.76430309e-03]
 [ 1.04732087e-03  2.92305467e-03  1.00000000e+00]]","[[-0.05022871 -0.01305493  0.99865241 -5.22588754]
 [ 0.01143511  0.99984151  0.01364562 -0.027031  ]
 [-0.99867228  0.0121051  -0.05007147  4.53259761]]",0.014492753623188406,94.86802129225134
1,20,0000.jpg,0019.jpg,"[[ 5.63997874e-06  4.67574193e-06  3.33179185e-03]
 [-1.56630383e-05 -6.63275648e-06  1.25241829e-02]
 [-7.57476215e-03 -4.68273665e-03  1.00000000e+00]]","[[ 0.07660984 -0.01417622  0.99696036 -5.39949248]
 [ 0.01174495  0.99984238  0.01331468 -0.02936959]
 [-0.99699197  0.01068922  0.07676426  3.91274959]]",0.0136986301369863,114.3676609301459
1,21,0000.jpg,0020.jpg,"[[-3.67467518e-06  7.01788898e-06  8.07296256e-03]
 [-1.48978482e-05 -2.50485166e-06  1.18862450e-02]
 [-6.74909586e-03 -7.64712681e-03  1.00000000e+00]]","[[ 0.18526317 -0.01485278  0.98257669 -5.54650815]
 [ 0.01258461  0.99983964  0.01274092 -0.03069061]
 [-0.98260836  0.01000493  0.18542037  3.3524319 ]]",0.014705882352941176,133.69512319166347
1,22,0000.jpg,0021.jpg,"[[-3.95305055e-08  2.75791618e-06 -2.48334834e-03]
 [-2.11478720e-06  6.59170331e-06  9.76344720e-03]
 [ 1.95489263e-03 -1.60014305e-02  1.00000000e+00]]","[[ 0.28966176 -0.01371666  0.95703078 -5.52380887]
 [ 0.01327463  0.99985871  0.0103127  -0.02354157]
 [-0.95703702  0.00971704  0.28980292  2.93618835]]",0.012658227848101266,91.88475880628297
1,23,0000.jpg,0022.jpg,"[[-8.34374012e-07  3.61590918e-06 -7.82437773e-04]
 [ 3.30859010e-06 -6.86003146e-07 -2.67708509e-03]
 [-1.20146174e-03  1.83304492e-04  1.00000000e+00]]","[[ 0.36269507 -0.01217884  0.93182829 -5.32766174]
 [ 0.01399736  0.999873    0.00761998 -0.01632613]
 [-0.93180275  0.0102794   0.36281948  2.64867815]]",0.0136986301369863,69.24614814568301
1,24,0000.jpg,0023.jpg,"[[-3.13803923e-08 -1.12655953e-06  4.83255715e-04]
 [ 5.05608534e-06  2.83739122e-07 -6.75152228e-03]
 [-1.99705194e-03  4.13559552e-03  1.00000000e+00]]","[[ 4.21567167e-01 -1.03898467e-02  9.06737655e-01 -5.20777130e+00]
 [ 1.31211968e-02  9.99899564e-01  5.35693797e-03 -5.17504283e-03]
 [-9.06702243e-01  9.63917406e-03  4.21661154e-01  2.40820162e+00]]",0.01282051282051282,69.2215251664686
1,25,0000.jpg,0024.jpg,"[[-6.22513490e-07  3.29516002e-06 -4.42552937e-04]
 [ 3.00835165e-06 -1.62125443e-08 -5.76403177e-03]
 [-1.32421258e-03  3.10148806e-03  1.00000000e+00]]","[[ 4.78286384e-01 -8.59849626e-03  8.78161831e-01 -4.81113245e+00]
 [ 1.14519617e-02  9.99928110e-01  3.55351444e-03  5.42023646e-03]
 [-8.78129254e-01  8.35707810e-03  4.78350470e-01  2.29750864e+00]]",0.009708737864077669,49.39979223873044
1,26,0000.jpg,0025.jpg,"[[-4.35929117e-07  1.97631991e-06 -1.86083320e-04]
 [ 3.61713346e-06  1.56154797e-07 -5.73075865e-03]
 [-1.47500587e-03  2.97862570e-03  1.00000000e+00]]","[[ 5.34844395e-01 -8.07508976e-03  8.44911987e-01 -4.69837501e+00]
 [ 1.10392229e-02  9.99935767e-01  2.56867532e-03  6.53313547e-03]
 [-8.44878458e-01  7.95333017e-03  5.34899182e-01  2.02861195e+00]]",0.009174311926605505,46.12398306756204
1,27,0000.jpg,0026.jpg,"[[-3.51159424e-07  1.71914120e-06 -2.35760779e-04]
 [ 3.73119978e-06 -3.01531661e-07 -5.44419623e-03]
 [-1.56088158e-03  3.01320421e-03  1.00000000e+00]]","[[ 6.26572568e-01 -7.80914983e-03  7.79323960e-01 -4.50520971e+00]
 [ 1.17478987e-02  9.99930826e-01  5.74470468e-04  7.71206346e-03]
 [-7.79274537e-01  8.79547148e-03  6.26620966e-01  1.60456411e+00]]",0.0072992700729927005,41.683652266491976
1,28,0000.jpg,0027.jpg,"[[-8.98525852e-07  4.94556368e-06 -7.40988059e-04]
 [ 2.26906191e-06 -3.11930487e-07 -5.50505126e-03]
 [-1.07991896e-03  2.82289426e-03  1.00000000e+00]]","[[ 6.74575164e-01 -7.00016543e-03  7.38172979e-01 -4.14623243e+00]
 [ 1.08408917e-02  9.99941146e-01 -4.24348818e-04  1.57695984e-02]
 [-7.38126563e-01  8.28870847e-03  6.74611350e-01  1.37923943e+00]]",0.006060606060606061,34.93861195934126
1,29,0000.jpg,0028.jpg,"[[ 1.71238113e-07  9.99888071e-06 -4.21642606e-03]
 [-1.29843726e-06 -4.21944292e-07 -5.70399320e-03]
 [ 5.95654515e-04  3.42886636e-03  1.00000000e+00]]","[[ 7.28985546e-01 -6.60393276e-03  6.84497233e-01 -3.90074686e+00]
 [ 9.99904023e-03  9.99949507e-01 -1.00154751e-03  1.92734428e-02]
 [-6.84456056e-01  7.57442903e-03  7.29014770e-01  1.19262655e+00]]",0.005714285714285714,32.70934147721005
1,30,0000.jpg,0029.jpg,"[[-2.15307327e-07 -9.30114220e-07  6.96385595e-04]
 [ 5.09386686e-06  2.97559061e-07 -7.61513101e-03]
 [-2.00730682e-03  4.78475146e-03  1.00000000e+00]]","[[ 0.79736814 -0.00606619  0.60346272 -3.59362273]
 [ 0.01083859  0.99993215 -0.00426965  0.01907146]
 [-0.60339587  0.00994517  0.79737978  0.92804453]]",0.005263157894736842,20.14863663437241
1,31,0000.jpg,0030.jpg,"[[ 4.51466010e-08 -6.45743872e-06  2.40786822e-03]
 [ 8.47258372e-06  1.86525612e-07 -8.72364689e-03]
 [-3.25302063e-03  6.11068311e-03  1.00000000e+00]]","[[ 0.8353535  -0.00598769  0.54968052 -3.27187908]
 [ 0.00954484  0.99994792 -0.00361288  0.0223368 ]
 [-0.54963026  0.00826465  0.83536715  0.75287451]]",0.004424778761061947,20.249909745057327
1,32,0000.jpg,0031.jpg,"[[ 4.39022556e-09 -1.37841100e-06  5.51519841e-04]
 [ 5.05638110e-06  2.84207772e-07 -9.66563871e-03]
 [-2.08216001e-03  7.22103902e-03  1.00000000e+00]]","[[ 8.82232714e-01 -5.18282848e-03  4.70785064e-01 -2.77393666e+00]
 [ 7.25341576e-03  9.99970355e-01 -2.58403659e-03  2.94325408e-02]
 [-4.70757715e-01  5.69452142e-03  8.82244153e-01  5.68911481e-01]]",0.0037593984962406013,15.781511377153791
1,33,0000.jpg,0032.jpg,"[[-5.79876119e-08 -7.11998462e-06  3.03287646e-03]
 [ 9.99958816e-06  1.62068103e-07 -1.31028897e-02]
 [-4.22320267e-03  1.08472803e-02  1.00000000e+00]]","[[ 9.24142599e-01 -4.57758947e-03  3.82020292e-01 -2.27799940e+00]
 [ 5.22618870e-03  9.99986125e-01 -6.60220549e-04  3.61310796e-02]
 [-3.82011969e-01  2.60664807e-03  9.24153700e-01  1.12727856e-01]]",0.003676470588235294,14.619176285496703
1,34,0000.jpg,0033.jpg,"[[ 1.82411162e-06 -7.45435720e-05  2.29450966e-02]
 [ 5.07437384e-05 -1.32227545e-06  2.86017584e-02]
 [-1.53063891e-02 -3.23250557e-02  1.00000000e+00]]","[[ 0.96194205 -0.00321829  0.27323458 -1.77560573]
 [ 0.00444607  0.99998261 -0.00387444  0.03993908]
 [-0.27321736  0.00494181  0.96193963 -0.22763648]]",0.0034602076124567475,8.224086309422773
1,35,0000.jpg,0034.jpg,"[[-1.47951014e-06 -2.99129490e-06  5.92246810e-03]
 [ 1.06937327e-05  7.46210003e-07 -2.79651693e-02]
 [-7.65615812e-03  2.62191261e-02  1.00000000e+00]]","[[ 0.98546984 -0.00300921  0.16982385 -1.38333907]
 [ 0.00389879  0.99998037 -0.00490497  0.04202348]
 [-0.16980576  0.00549581  0.98546223 -0.44964974]]",0.0029069767441860465,4.911585134853661
1,36,0000.jpg,0035.jpg,"[[-7.43329036e-06  5.39847580e-05  2.32281616e-02]
 [-2.18734577e-05 -3.84666496e-06 -1.50965041e-01]
 [-3.52641626e-02  1.75099095e-01  1.00000000e+00]]","[[ 0.99869632 -0.0014044   0.05102637 -0.96552959]
 [ 0.00154416  0.99999516 -0.00269962  0.04450758]
 [-0.05102233  0.00277489  0.99869366 -0.59308203]]",0.0028089887640449437,7.155183616630887
1,37,0000.jpg,0036.jpg,"[[ 6.31244418e-08 -4.30236935e-05  1.42360098e-02]
 [ 4.14265696e-05  4.39114213e-07 -3.31522904e-02]
 [-1.37060501e-02  2.98751700e-02  1.00000000e+00]]","[[ 9.94730790e-01  6.63718060e-04 -1.02519342e-01 -1.85539171e-01]
 [-7.33876995e-04  9.99999522e-01 -6.46632132e-04  4.54195564e-02]
 [ 1.02518864e-01  7.18461478e-04  9.94730801e-01 -5.37000431e-01]]",0.0024154589371980675,4.522776887231498
1,38,0000.jpg,0037.jpg,"[[ 3.66910968e-06  1.81309214e-05 -2.62602215e-03]
 [-1.89979312e-05 -1.62847989e-07  8.09403690e-03]
 [-1.63780006e-03 -5.16078815e-03  1.00000000e+00]]","[[ 0.97180177  0.001782   -0.23579259  0.45678372]
 [-0.00301977  0.99998349 -0.00488841  0.04419741]
 [ 0.23577998  0.00546261  0.97179111 -0.4864424 ]]",0.002506265664160401,3.6523989400149115
